ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
42.58,48.45,1916.63,64205
60.73,31.47,1916.63,64205.02
53.47,65.22,1916.63,64205.53
29.38,56.09,1916.63,64205.53
69.73,13.58,1916.63,64205.62
60.49,82.32,1916.65,64206.13
40.85,48.16,1916.65,64206.28
48.76,72.97,1916.65,64206.69
59.56,52.28,1916.65,64206.7
35.9,66.54,1916.66,64206.82
45.03,87.04,1916.68,64206.92
38.73,46.48,1916.69,64206.95
59.5,11.22,1916.69,64207.2
76.97,26.53,1916.69,64207.2
87.33,43.29,1916.69,64207.31
90.91,73.17,1916.69,64207.32
77.75,56.65,1916.69,64207.37
59.86,40.77,1916.69,64207.44
36.39,8.79,1916.69,64207.45
32.23,64.74,1916.7,64207.79
62.16,59.51,1916.7,64207.83
68.09,60.94,1916.7,64207.86
75.95,43.74,1916.71,64207.96
57.94,71.84,1916.71,64208.06
49.52,5.96,1916.71,64208.12
55.56,72.25,1916.71,64208.12
42.4,35.86,1916.71,64208.19
65.79,19.14,1916.72,64208.57
43.07,72.96,1916.73,64208.9
41.49,51.16,1916.73,64208.91
51.35,87.33,1916.73,64208.98
54.13,88.58,1916.73,64209.21
75.47,21.83,1916.73,64209.23
55.28,4.32,1916.73,64209.58
40.04,83.14,1916.73,64209.58
52.93,36.99,1916.73,64209.61
62.33,19.77,1916.74,64209.72
61.9,3.78,1916.74,64210.55
70.71,78.22,1916.74,64210.62
57.48,40.15,1916.74,64210.89
33.53,51.71,1916.74,64211.19
31.45,12.54,1916.74,64211.4
55.87,77.19,1916.74,64211.88
60.41,61.84,1916.74,64212.14
49.38,74.28,1916.74,64212.27
57.88,88.01,1916.74,64212.38
33.29,42.9,1916.74,64212.58
27.33,48.16,1916.74,64212.64
71.79,25.62,1916.74,64213.09
91.01,37.6,1916.74,64213.46
76.28,17.07,1900.48,63800.03
78.11,40.11,1900.48,63800.12
82.84,72.22,1900.49,63800.31
72.51,10.6,1900.49,63800.47
68.43,58.48,1900.49,63800.54
43.46,88.8,1900.49,63800.58
53.31,14.27,1900.49,63800.58
75.8,28.72,1900.49,63800.7
51.1,21.73,1900.49,63800.73
62.91,64.97,1900.49,63800.9
45.08,2.75,1900.5,63800.98
22.63,78.14,1900.51,63801
34.57,20.62,1900.51,63801.54
51.35,29.35,1900.51,63801.63
65.29,62.78,1900.51,63801.72
89.85,83.02,1900.51,63801.83
69.01,3.61,1900.51,63801.99
50.82,69.26,1900.51,63802
34.14,11.36,1900.52,63802.04
26.43,39.36,1900.53,63802.25
50.94,9.79,1900.53,63802.43
67.63,83.08,1900.56,63802.56
50.38,74.28,1900.56,63802.68
56.3,37.66,1900.56,63802.69
74.22,86.52,1900.56,63802.87
69.01,16.31,1900.56,63802.99
92.04,44.06,1900.56,63805.12
70.88,20.75,1900.56,63806.84
63.01,32.81,1900.56,63806.86
51.98,2.82,1900.56,63807.55
60.32,13.9,1900.56,63807.57
38.94,42.29,1900.56,63808.89
45.55,27.27,1900.57,63808.35
68.23,15.5,1900.57,63808.39
79.17,47.51,1900.57,63808.47
72.98,71.76,1900.57,63808.49
57.99,4.4,1900.59,63808.64
66.25,61.31,1900.59,63808.77
48.95,64.48,1900.62,63809.14
28.12,43.56,1900.63,63809.18
43.15,79.23,1900.63,63809.19
45.13,29.84,1900.63,63809.21
36.64,74.52,1900.63,63809.48
66.3,58.33,1900.63,63809.59
86.7,21.52,1900.63,63809.6
72.55,65.26,1900.63,63809.76
56.05,47.57,1900.64,63809.78
65.18,77.23,1900.64,63310.12
53.24,15.36,1900.67,63310.31
55.33,21.17,1900.68,63310.38
35.63,36.31,1900.68,63310.83
28.94,85.67,1900.68,63310.86
50.6,43.43,1900.68,63310.98
44.02,89.51,1900.72,63311.09
35.61,51.33,1900.72,63311.12
55.34,59.91,1900.72,63311.18
41.4,21.04,1900.72,63311.18
24.94,87.93,1900.73,63311.89
61.02,81.31,1900.73,63311.29
71.9,81.85,1900.73,63311.37
85.2,66.49,1900.73,63311.82
64.68,77.75,1900.73,63311.87
64.99,47.42,1900.73,63312.09
63.9,25.04,1900.73,63312.11
44.43,78.89,1900.73,63312.11
50.44,80.27,1900.74,63312.16
31.5,24,1900.74,63312.21
42.07,55.88,1900.74,63312.23
49.35,49.82,1900.74,63312.3
30.47,33.78,1900.74,63312.57
54.61,80.76,1900.75,63312.94
54.86,56.56,1900.75,63313.03
56.06,6.84,1900.75,63313.24
36.7,28,1900.75,63313.28
45.82,80.49,1900.75,63313.29
23.35,56.24,1900.75,63313.32
26.13,47.79,1900.75,63313.64
70.75,53.63,1900.75,63313.64
81.31,14.13,1900.76,63313.94
66.4,50.41,1900.76,63846.05
52.97,61.86,1900.78,63846.41
70.37,79.13,1900.78,63846.42
93.73,25.09,1900.79,63846.58
75.96,12.15,1900.79,63846.69
78.84,8.6,1900.8,63847.14
86.22,66.58,1900.8,63847.21
73.95,23.84,1900.8,63847.58
71.83,22.49,1900.82,63847.77
66.33,65.68,1900.82,63847.78
49.84,40.64,1900.82,63847.85
71.14,71.59,1900.82,63848.1
79.1,41.09,1900.82,63848.21
61.81,84.71,1900.83,63848.24
55.01,69.68,1900.84,63848.25
53.33,74.85,1900.84,63848.31
39.88,39.15,1900.84,63848.93
34.55,3.72,1900.85,63849.16
25.2,82.36,1900.86,63849.16
78.89,52.69,1900.9,63849.32
60.31,74.08,1900.9,63849.43
44.78,29.55,1900.91,63849.62
25.84,84.06,1900.93,63849.83
47.94,67.47,1900.94,63849.88
35.97,66.21,1900.94,63849.97
46,6.57,1900.94,63850.1
68.02,87.9,1900.94,63850.19
52.81,44.04,1900.94,63850.19
28.63,86.33,1900.94,63850.36
42.06,13.38,1900.94,63850.39
25.23,33.98,1900.95,63850.73
44.38,19.66,1900.95,63850.75
34.67,5.81,1900.95,63850.94
43.21,28.55,1900.95,63850.94
28.87,18.22,1900.95,63851.18
58.57,81.37,1900.95,63851.19
73.91,36.54,1900.95,63851.2
89.96,74.45,1900.95,63851.39
70.59,69.19,1900.95,63851.72
94.72,47.38,1900.95,63851.89
90.57,20.33,1900.95,63851.98
66.62,78.63,1900.95,63852.04
41.99,56.29,1900.95,63852.13
45.34,25.73,1900.95,63852.14
50.97,30.03,1900.96,63852.16
30.1,29.76,1900.96,63852.18
22.02,78.5,1900.96,63852.28
26.03,14.94,1900.96,63852.35
43.25,11.53,1900.96,63852.48
52.73,52.52,1900.96,63852.85
41.45,68.77,1900.97,63852.98
66.3,39.28,1900.97,63852.98
57.95,49.56,1900.97,63853.02
65.2,58.49,1900.97,63853.21
72.51,35.69,1900.97,63853.42
49.83,30.76,1900.97,63853.75
44.63,16.08,1901.01,63854.44
41.56,7.15,1901.03,63854.7
63.36,43.66,1901.04,63855.07
72.54,33.57,1901.04,63855.2
89.2,79.45,1901.07,63855.29
65.31,47.4,1901.07,63855.35
52.7,56.23,1901.07,63855.41
65.1,17.51,1901.07,63855.52
68.5,8.54,1901.07,63855.55
70.61,89.76,1901.07,63855.9
61.67,86.82,1901.07,63856.13
38.93,81.22,1901.08,63856.21
38.43,26.61,1901.08,63856.36
66.02,18.06,1901.08,63856.39
72.3,23.89,1901.08,63856.48
65.4,4.7,1901.1,63856.58
80.1,11.68,1901.1,63856.62
70.05,41.52,1901.1,63856.64
90.32,66.55,1901.12,63856.74
94.34,19.25,1901.18,63857.02
90.63,22.51,1901.21,63857.12
81.85,32.2,1901.3,63857.12
65.16,10.21,1901.31,63857.23
49.65,78.09,1901.59,63857.89
51.83,76.02,1901.69,63857.6
47.32,33.78,1901.79,63857.72
66.81,66.9,1901.99,63857.73
42.18,16.12,1902.15,63857.78
44.42,4.27,1902.32,63858.16
42.85,31.09,1902.42,63858.28
34.35,64.87,1902.7,63858.28
45.45,50.83,1902.85,63858.42
56.8,9.07,1903.09,63858.42
33.31,35.73,1903.25,63858.46
55.43,71.07,1903.25,63858.6
70.89,19.23,1903.25,63858.62
94.73,31.02,1903.89,63858.64
84.08,18.98,1903.89,63859.09
59.11,30.52,1903.89,63859.14
46.85,28.22,1903.89,63859.34
63.56,15.67,1903.89,63859.41
87.49,89.04,1903.89,63859.5
79.42,72.34,1903.27,63860.03
85.51,29.94,1903.27,63860.05
93.14,86.31,1903.27,63861.07
92.44,74.37,1903.27,63861.17
78.42,12.46,1903.3,63861.43
61.5,32.16,1903.3,63861.47
80.99,73.12,1903.3,63861.55
76.9,29.88,1903.3,63861.67
55.98,74.81,1903.31,63861.75
78.44,19.33,1903.31,63861.76
65.81,20.89,1903.31,63861.79
61.77,35.03,1903.31,63861.9
45.32,87.54,1903.31,63861.93
37.83,72.98,1903.32,63862.06
69.78,39.69,1903.33,63862.18
52.56,43.94,1903.33,63862.29
33.26,60.41,1903.33,63862.48
36.5,72.79,1903.33,63862.53
31,3.19,1903.33,63862.54
20.94,40.9,1903.33,63862.79
65.97,11.39,1903.35,63862.9
59.68,9.52,1903.36,63862.95
41.89,29.69,1903.36,63862.99
75.73,12.21,1903.36,63864.08
81.61,17.29,1903.37,63864.51
74.93,21.27,1903.43,63864.65
93.51,84.6,1903.44,63864.78
86.09,25.95,1903.44,63864.96
94.65,58.16,1903.44,63865.17
83.41,3.29,1903.44,63865.29
89.05,87.9,1903.44,63865.62
70.78,50.14,1903.45,63865.64
74.8,75.61,1903.46,63866.2
83.62,60.55,1903.46,63866.34
62.39,39.1,1903.48,63866.52
84.19,42.9,1903.48,63866.57
68.63,84.52,1903.49,63866.69
87.67,89.81,1903.49,63866.31
94.78,54.25,1903.49,63866.83
88.13,57.15,1903.49,63866.88
78.18,81.5,1903.5,63866.89
81.88,73.59,1903.5,63867.13
63.97,26.7,1903.5,63867.31
51.13,9.87,1903.5,63867.31
47.24,35.99,1903.5,63868.13
37.57,83.49,1903.5,63868.21
51.79,24.06,1903.51,63868.22
53.25,44.5,1903.52,63868.32
34.26,6.84,1903.53,63868.33
24.9,20.38,1903.58,63868.46
40.66,11.73,1903.65,63868.48
39.86,28.96,1903.74,63868.53
31.46,84.46,1903.82,63868.58
42.07,61.75,1903.94,63868.59
55.83,13.83,1904.01,63868.67
45.27,74.21,1904.02,63868.68
24.26,50.41,1904.02,63868.82
45.63,12.17,1904.02,63869
53.1,19.7,1904.02,63869.29
46.34,64.83,1904.02,63869.58
67.41,52.96,1904.02,63869.61
48.46,12.15,1904.02,63869.66
67.05,49.89,1904.02,63869.69
48.35,62.8,1904.03,63869.92
32.96,20.68,1904.03,63870.05
54.5,6.53,1904.03,63870.17
32.04,38.82,1904.04,63870.18
28.95,14.92,1904.05,63871.21
45.36,38.56,1904.05,63871.33
70.23,55.15,1904.05,63871.36
85.09,84.41,1904.05,63871.38
78.21,62.51,1904.05,63871.69
79.87,24.16,1904.05,63872.09
57.54,69.1,1904.05,63872.62
64.69,35.48,1904.05,63872.69
62.33,23.14,1904.05,63873.07
71.38,7.86,1904.05,63873.08
50.08,87.28,1904.05,63873.17
70.86,38.17,1904.08,63873.27
78.83,58.83,1904.08,63873.28
64.56,64.91,1904.08,63873.31
81.7,2.98,1904.08,63873.74
65.8,13.99,1904.08,63873.78
71.91,37.18,1904.08,63873.88
66.08,29.33,1904.08,63873.89
76.71,14.62,1904.08,63874
64.99,71.71,1904.08,63874.15
80.64,27.83,1904.08,63874.16
56.72,53.85,1904.08,63874.37
35.8,31.82,1904.09,63874.4
56.49,86.59,1904.09,63847.39
34.53,43.2,1904.14,63877.89
38.07,23.51,1904.19,63887.33
49.72,68.79,1904.4,63887.82
24.9,8.6,1904.89,63888.92
48.58,12.77,1905.24,63889.68
68.34,41.86,1906.05,63890.35
90.01,20.51,1906.63,63891.95
76.62,21.05,1906.88,63892.62
76.14,44.13,1906.92,63893.34
92.27,88.01,1906.94,63894.2
71.01,17.56,1906.94,63894.31
62,60.13,1906.94,63895.87
53.02,85.31,1906.95,63896.42
65.18,47.31,1907,63903.54
63.9,52.64,1907.93,63903.96
59.78,69.74,1908.04,63905.04
59.68,62.11,1908.04,63906.94
82.85,75.47,1908.05,63908.24
64.6,76.88,1908.06,63908.73
84.27,56.68,1908.11,63910.69
69.08,52.28,1908.11,63912.06
62.23,80.48,1908.11,63913.09
38.53,29.2,1908.11,63913.14
57.12,38.59,1908.11,63914.72
33.43,85.85,1908.11,63915.02
42.81,21.27,1908.12,63915.67
59.91,74.96,1908.12,63916.05
36.33,75.03,1908.12,63916.23
57.38,38.93,1908.12,63916.68
69.41,11.15,1908.13,63917.12
46.69,21.3,1908.24,63918.43
43.85,34.19,1909.01,63919.73
32.05,62.03,1909.13,63947.39
21.79,39.05,1909.15,63921.7
41.84,31.63,1909.16,63921.94
40,46.95,1909.16,63921.98
25.68,42.82,1909.58,63922.31
32.12,68.66,1910.1,63923.19
33.47,86.81,1910.32,63924.24
23.03,87.06,1910.43,63925.65
44.24,2.14,1910.56,63925.31
67.52,37.69,1910.56,63926.19
62.63,57.48,1910.56,63928.13
60.06,70.63,1910.56,63929.14
52.75,40.03,1910.57,63929.15
58.76,35.95,1910.64,63984.59
65.11,28.86,1910.66,63984.86
74.24,82.52,1910.68,63931.02
91.99,76.61,1910.69,63931.09
72.24,5.12,1910.69,63932.64
87.2,9.83,1910.69,63932.85
66.83,54.44,1910.69,63933.02
75.26,60.93,1910.69,63933.12
81.91,85.8,1910.69,63933.12
67.91,24.28,1910.69,63933.13
87.11,21.02,1910.69,63933.15
68.22,24.43,1910.69,63933.18
89.39,85.91,1910.7,63933.38
74.9,68.3,1910.72,63934.25
70.71,74.63,1910.72,63934.3
47.73,37.36,1910.72,63935.48
57.81,39.58,1910.72,63935.56
80.48,9.41,1910.73,63935.61
76.97,17.46,1910.74,63935.31
61.7,89.44,1910.74,63935.91
42.86,36.41,1910.74,63936.02
41.03,22.69,1910.74,63936.22
46.45,45.88,1910.74,63936.35
69.14,32.66,1910.74,63936.42
76.93,79.69,1910.74,63936.51
79.91,2.99,1910.74,63936.8
67.71,55.36,1910.74,63936.92
83.52,10.75,1910.8,63940.73
60.59,29.57,1912.05,63943.05
48.36,33.42,1912.16,63943.85
70.47,58.99,1912.23,63944.47
53.22,16.5,1914.2,63954.52
49,70.97,1914.21,63956.77
50.14,41.84,1914.21,63969.28
51.68,26.14,1914.21,63969.33
65.61,8.8,1914.21,63980.36
52.07,69.35,1914.21,63986.35
60.2,63.98,1914.21,63995.92
66.55,11.66,1914.22,63995.92
88.12,86.18,1914.22,63999.32
75.3,41.26,1914.22,64001.99
65.2,57.79,1914.22,64005.29
47.71,85.99,1914.22,64005.54
42.79,85.74,1914.23,64007.55
23.68,75.96,1914.23,64009.67
24.61,87.8,1914.23,64011.75
34.41,62.19,1914.23,64012.75
77.57,72.35,1914.24,64012.76
57.19,28.85,1914.24,64013.91
36.58,47.16,1914.24,64015
41.46,33.58,1914.24,64016.06
65.16,8.42,1914.24,64016.29
43.72,40.82,1914.24,64017.19
60.32,28.02,1914.24,64018.11
50.71,13.17,1914.89,64018.65
33.48,59.33,1914.27,64019.16
21.95,65.85,1914.43,64074.36
40.1,47.54,1914.45,64074.83
69.88,72.88,1914.5,64021.19
86.7,19.74,1914.51,64021.79
84.68,40.35,1914.51,64022.11
71.19,43.5,1914.51,64022.75
87.39,66.68,1914.51,64022.9
92.74,50.04,1914.51,64023.21
83.28,30.2,1914.51,64023.32
80.05,8.39,1914.51,64023.47
63.29,29.22,1914.52,64023.54
76.31,13.89,1914.52,64023.54
86.34,56.17,1914.52,64023.74
64.67,19.39,1914.52,64023.92
80.28,4.03,1914.55,64024.54
83.26,74.29,1914.55,64024.61
79.24,50.11,1914.56,64024.62
81.67,60.21,1914.56,64024.78
66.02,62.4,1914.56,64024.79
42.18,65.8,1914.56,64024.86
31.28,82.25,1914.56,64024.88
25.27,8.23,1914.58,64025.27
60.53,19.91,1914.58,64025.36
80.91,81.07,1914.58,64025.58
66.45,29.4,1914.58,64025.65
42.45,54.31,1914.58,64025.66
54.24,27.51,1914.58,64025.9
75.13,9.16,1914.58,64040.63
56.37,48.14,1914.58,64041.1
46.37,48.73,1914.6,64041.2
70.24,69.68,1914.62,64042.21
67.71,69.79,1914.63,64044.51
68.34,19.61,1914.63,64046.99
84.62,67.55,1914.63,64048.02
92.92,35.83,1914.63,64048.02
83.25,25.34,1914.64,64049.1
72.98,83.48,1914.64,64050.3
68.38,9.97,1914.65,64051.5
67.31,15.9,1914.65,64051.5
69.49,45.24,1914.66,64052.07
91.3,7.08,1914.66,64053.57
74.99,36.11,1914.67,64054.51
63.07,59.13,1914.69,64054.52
66.13,59.88,1914.71,64055.14
68.6,24.64,1914.71,64055.56
92.64,4.55,1914.72,64055.91
82.38,80.73,1914.73,64055.93
61.81,46.7,1914.74,64056.02
54.47,74.99,1914.74,64056.07
39.92,65.09,1914.75,64056.08
62.16,78.81,1914.76,64056.09
50.85,35.88,1914.76,64056.12
31.21,79.9,1914.76,64056.16
37.22,83.36,1914.76,64056.35
23.8,16.62,1914.76,64056.37
24.71,77.71,1914.76,64056.39
22.8,87.76,1914.76,64056.52
71.86,26.73,1914.76,64056.69
56.47,2.63,1914.76,64056.76
43.51,9.86,1914.77,64056.93
23.2,81.29,1914.77,64057.05
41.67,45.03,1914.79,64057.16
27.47,85.49,1914.8,64057.54
61.14,64.78,1914.8,64057.54
47.53,42.41,1914.8,64057.61
38.19,47.45,1914.8,64057.64
31.12,48.23,1914.8,64057.78
55.63,55.67,1914.8,64057.79
41.05,62.3,1914.8,64057.8
37.43,41.15,1914.8,64057.82
54.24,13.57,1914.31,64058.06
35.49,67.27,1914.31,64058.25
30.08,19.18,1914.83,64058.37
28.63,62.2,1914.85,64058.58
51.31,51.36,1914.86,64059.01
26.89,43.58,1914.86,64059.38
63.21,56.47,1914.86,64059.49
58.97,13.81,1914.86,64059.52
56.16,80.76,1914.86,64059.55
74.41,76.73,1914.87,64059.56
50.72,79.28,1914.88,64059.64
37.54,59.77,1914.88,64059.71
49.07,30.97,1914.88,64060.28
28.45,15.68,1914.89,64060.3
66.16,58.35,1914.9,64060.44
47.34,86.17,1914.9,64060.46
49.76,30.2,1914.9,64060.56
74.67,24.41,1914.9,64060.68
74.49,45.13,1914.94,64060.73
64.42,31.26,1914.94,64060.75
85.22,70.28,1914.94,64061.32
67.85,66.41,1914.94,64061.43
48.88,41.86,1914.95,64061.46
50.56,40.42,1914.95,64061.49
54.24,16.2,1914.95,64061.57
69.48,17.56,1914.95,64061.58
85.46,61.38,1914.95,64062.38
71.47,56.51,1914.95,64062.38
75.6,64.18,1914.95,64062.41
69.37,42.53,1914.96,64062.42
83.94,79.88,1914.96,64062.53
84.11,21.93,1914.96,64062.85
61.59,8.56,1914.98,64063.02
55.17,74.09,1915,64063.06
74.03,27.39,1915,64063.24
91.91,40.86,1915,64063.27
82.97,59.36,1915,64063.5
66.91,60.31,1915.06,64063.69
64.37,17.41,1915.06,64063.69
50.47,61.79,1915.06,64063.73
53.11,11.82,1915.07,64063.85
41.65,68.69,1915.08,64064.07
23.08,30.05,1915.08,64064.16
37.28,64.65,1915.08,64064.19
75.88,40.69,1915.08,64064.22
52.57,36.81,1915.08,64064.39
32.85,3.08,1915.08,64064.39
36.66,80.8,1915.09,64064.6
43,21.46,1915.09,64064.66
56.19,72.36,1915.09,64064.69
41.98,17.99,1915.12,64064.83
36.67,18.11,1915.12,64065.31
49.63,20.39,1915.12,64065.34
30.71,76.73,1915.12,64065.35
43.36,29.46,1915.12,64065.52
50.31,68.69,1915.12,64065.56
49.98,29.55,1915.12,64065.57
64.35,36.11,1915.13,64065.58
75.05,81.61,1915.13,64065.59
76.57,66.5,1915.13,64065.63
54.34,86.81,1915.14,64066.37
50.18,19.15,1915.14,64066.4
28.18,73.79,1915.17,64066.4
41.45,59.18,1915.18,64066.55
44.67,69.75,1915.18,64066.85
26.07,58.22,1915.18,64066.94
50.07,59.56,1915.18,64066.95
62.13,50.02,1915.18,64067.05
67.15,48.98,1915.18,64067.11
85.07,79.74,1915.18,64067.19
62.27,76.01,1915.18,64067.24
85.3,31.49,1915.18,64067.3
93.16,70.81,1915.19,64067.87
70.81,48.29,1915.19,64068.1
66.41,42.64,1915.19,64068.24
56.66,84.16,1915.2,64068.32
62.09,65.82,1915.2,64068.4
60.67,4.65,1915.2,64068.4
65.55,66.55,1915.21,64068.42
61.91,29.56,1915.21,64068.65
55.15,41.92,1915.23,64068.97
61.21,3.6,1915.23,64069.12
45.15,32.31,1915.24,64069.23
47.92,52.3,1915.24,64069.38
45.54,28.46,1915.24,64069.56
44.73,78.19,1915.24,64069.6
62.7,58.61,1915.24,64069.61
81.97,87.51,1915.25,64069.65
76.75,15.15,1915.25,64069.68
84.35,44.51,1915.25,64069.86
59.38,45.07,1915.25,64070.07
55.06,71.94,1915.25,64070.08
73.82,55.81,1915.25,64070.23
61.64,85.55,1915.25,64070.31
76.45,72.48,1915.25,64070.42
74.67,10.3,1915.89,64070.45
58.65,36.12,1915.89,64072.47
62.88,64.37,1915.89,64072.51
54.32,76.06,1915.89,64072.84
43.64,57.96,1915.89,64072.85
40.46,70.79,1915.89,64072.96
26.54,31.07,1915.27,64073.04
45.34,77.02,1915.27,64073.11
65.58,22.46,1915.27,64073.47
56.98,38.83,1915.27,64073.51
65.19,28.49,1915.27,64073.58
77.78,39,1915.27,64073.71
90.35,55.84,1915.28,64073.79
85.06,48.52,1915.28,64073.8
84.5,66.48,1915.3,64073.83
68.17,28.62,1915.31,64074.92
87.9,42.43,1915.31,64074.95
84.01,19.29,1915.31,64074.95
90.81,76.19,1915.31,64075.1
86.19,57.81,1915.32,64075.1
72.06,65.62,1915.32,64075.13
65.14,47.68,1915.32,64075.13
88.98,88.3,1915.32,64075.14
71.12,50.17,1915.33,64075.32
73.42,41.76,1915.34,64076.05
61.22,40.25,1915.34,64076.08
47.89,6.8,1915.35,64076.14
29.63,62.16,1915.36,64076.17
24.16,26.66,1915.37,64036.82
31.19,55.83,1915.37,64036.82
49.92,84.24,1915.37,64076.5
34.1,64.27,1915.37,64076.63
56.89,68.63,1915.37,64026.91
44.21,43.02,1915.37,64026.99
47.46,24.81,1915.37,64077.02
44.32,35.79,1915.37,64077.11
58.79,31.45,1915.37,64077.33
64.94,27.41,1915.37,64077.33
61.56,48.7,1915.38,64047.4
52.13,22.36,1915.38,64047.41
31.68,84.61,1915.38,64047.44
34.47,75.86,1915.38,64047.44
38.79,88.65,1915.39,64032.98
70.06,50.53,1915.39,64077.85
57.46,47.07,1915.39,64077.96
78.42,47.87,1915.39,64077.97
71.43,49.48,1915.39,64077.98
76.04,29.55,1915.39,64078.03
83.37,6.81,1915.4,64078.03
71.94,51.28,1915.4,64078.05
90.57,43.96,1915.4,64078.06
78.92,5.9,1915.4,64078.99
92.36,66.01,1915.4,64079.31
80.81,22.14,1915.41,64079.4
80,39.32,1915.41,64079.43
59.4,51.34,1915.41,64079.57
74.4,54.46,1915.41,64079.65
79.35,77.53,1915.41,64079.67
63.6,50.18,1915.42,64079.69
63.34,59.81,1915.45,64079.98
85.74,31.03,1915.46,64080.21
71.54,43.78,1915.46,64080.31
92.01,19.52,1915.46,64031.36
85.68,47.31,1915.46,64031.39
78.68,9.32,1915.46,64031.44
70.21,53.87,1915.47,64031.45
64.96,10.87,1915.47,64031.45
52.83,80.56,1915.47,64031.85
59.13,44.2,1915.47,64082.01
81.71,24.53,1915.47,64082.14
94.33,77.21,1915.47,64082.18
90.77,28.36,1915.47,64082.21
79.89,38.68,1915.48,64082.24
86.99,24.66,1915.48,64082.69
79.77,49.23,1915.5,64082.96
92.88,8.5,1915.51,64083
81.71,24.65,1915.51,64083.24
64.99,77.06,1915.51,64083.24
44.11,76.39,1915.51,64083.24
21.01,65.93,1915.51,64083.25
37.94,87.38,1915.52,64083.27
39.14,15.08,1915.53,64083.38
47.25,17.04,1915.53,64083.54
54.16,70.94,1915.53,64083.93
60.73,48.37,1915.53,64083.96
53.16,26.93,1915.54,64083.99
58.3,67.13,1915.54,64084.15
48.83,27.27,1915.54,64084.15
39.68,70,1915.55,64084.89
46.88,20.02,1915.55,64084.31
62.17,84.1,1915.55,64084.35
81.67,24.58,1915.55,64084.41
65,60.43,1915.55,64084.42
62.26,85.63,1915.55,64084.46
40.5,65.29,1915.56,64084.48
54.36,13.45,1915.56,64084.76
77.54,31.22,1915.56,64084.88
58.03,53.77,1915.57,64084.91
54.67,75.83,1915.57,64085.08
65.71,29.49,1915.57,64085.09
81.62,3.99,1915.58,64095.31
68.76,50.29,1915.58,64096.8
88.01,11.16,1915.58,64097.11
78.77,20.01,1915.58,64097.2
79.11,13.42,1915.58,64097.24
77.77,2.98,1915.58,64097.52
59.11,31,1915.58,64097.56
72.08,61.75,1915.59,64097.57
52.08,42.67,1915.59,64097.58
76.53,51.5,1915.59,64097.61
57.46,12.01,1915.59,64097.86
40.43,69.39,1915.59,64097.87
59.01,32.05,1915.6,64097.97
80.67,50.78,1915.6,64098.06
60.38,67.93,1915.6,64098.09
64.97,40.06,1915.61,64098.1
79.24,11.62,1915.61,64098.28
61.89,85.42,1915.61,64098.31
80.26,25.04,1915.61,64098.36
84.85,52.54,1915.61,64098.51
64.73,58.76,1915.61,64098.31
59.62,49.49,1915.61,64098.86
62.96,89.63,1915.62,64098.87
67.04,71.87,1915.62,64098.95
51.68,55.79,1915.62,64098.95
67.53,84.31,1915.62,64099.1
54.24,16.68,1915.62,64099.23
72.33,59.51,1915.62,64099.23
48,19.24,1915.62,64099.24
71.97,36.17,1915.63,64099.89
74.95,57.89,1915.63,64099.29
51.02,36.46,1915.63,64099.91
42.36,86.35,1915.63,64099.98
52.95,48.78,1915.66,64100.11
67.61,83.36,1915.66,64100.15
86.06,71.56,1915.66,64100.17
72.87,24.58,1915.66,64100.17
52.67,75.46,1915.66,64100.18
69.98,18.38,1915.66,64100.2
73.22,83.23,1915.67,64100.48
56.78,56.7,1915.67,64100.49
69.12,64.62,1915.68,64100.53
58.71,28.28,1915.69,64101.34
55.42,28.21,1915.69,64101.56
47.94,51.47,1915.69,64101.71
50.48,77.2,1915.69,64101.76
64.41,82.24,1915.69,64101.83
86.55,55.48,1915.7,64101.85
67.54,70.09,1915.7,64101.85
77.57,12.87,1915.71,64101.96
56.09,15.83,1915.71,64101.99
79.5,66.93,1915.71,64102.31
81.15,13.54,1915.71,64102.31
58.34,73.77,1915.72,64102.37
48.17,71.04,1915.72,64102.71
53.38,30.98,1915.73,64102.72
53.11,53.59,1915.73,64102.79
42.05,21.95,1915.73,64108.17
42,60.77,1915.73,64108.93
32.89,24.87,1915.74,64110.22
36.7,33.62,1915.74,64110.31
26.59,71.65,1915.74,64110.55
63.1,74.94,1915.74,64110.7
63.48,87.12,1915.74,64110.76
74.95,28.3,1915.74,64110.93
52.13,75.03,1915.75,64110.95
52.74,2.26,1915.75,64111
52.33,28.57,1915.75,64111.13
32.43,63.77,1915.75,64111.45
48.95,4.15,1915.75,64111.55
45.12,42.73,1915.75,64111.63
34.98,12.54,1915.75,64111.77
51.84,53.4,1915.75,64111.97
39.09,42.06,1915.75,64112.01
47.97,37.45,1915.75,64112.02
36.66,7.42,1915.75,64112.05
36.38,28.13,1915.76,64112.05
22.26,69.8,1915.76,64113.12
20.77,89.7,1915.76,64113.33
72.99,28.61,1915.76,64113.52
63.58,8.57,1915.76,64113.56
75.47,69.05,1915.76,64113.62
72.92,69.53,1915.76,64113.62
48.4,28.81,1915.76,64113.66
72.58,52.32,1915.76,64114.05
69.93,63.18,1915.76,64114.06
92.22,36.37,1915.76,64114.07
69.17,40.07,1915.76,64114.09
76.67,64.19,1915.76,64114.32
77.48,77.6,1915.76,64114.9
64.33,10.63,1915.77,64114.93
71.69,16.12,1915.79,64118.58
80.47,25.9,1915.79,64136.45
71.47,64.67,1915.8,64136.56
91.49,52.25,1915.8,64136.59
